Sample ID	Project ID	Continent of Geolocation	Country of Geolocation	Country-level Human Development Index	Industrialization	Host Sex	Host Age Category	Host Age Decade	Host Age	Age Detail Level	Total Observed Features	Am Prevalence	Ecm Prevalence	Lichenized Prevalence	Plantpathogens Prevalence	Macrofungi Prevalence	Nonresident Prevalence	Am Abundance	Ecm Abundance	Lichenized Abundance	Plantpathogens Abundance	Macrofungi Abundance	Nonresident Abundance	Am Observed Features	Ecm Observed Features	Lichenized Observed Features	Plantpathogens Observed Features	Macrofungi Observed Features	Nonresident Observed Features
DRR352802	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	22	False	False	False	False	True	True	0.0	0.0	0.0	0.0	31.0	31.0	0	0	0	0	8	8
DRR352803	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	12	False	False	False	False	True	True	0.0	0.0	0.0	0.0	8.0	8.0	0	0	0	0	5	5
DRR352804	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	12	False	False	False	False	True	True	0.0	0.0	0.0	0.0	175.0	175.0	0	0	0	0	3	3
DRR352805	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	6	False	False	False	True	True	True	0.0	0.0	0.0	354.0	354.0	354.0	0	0	0	1	1	1
DRR352806	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	21	False	False	False	True	True	True	0.0	0.0	0.0	11.0	750.0	750.0	0	0	0	1	8	8
DRR352807	PRJDB13192	Asia	Japan	0.920	Industrialized	unknown	unknown	unknown	unknown	L2	11	False	False	False	True	True	True	0.0	0.0	0.0	118.0	60.0	60.0	0	0	0	2	1	1
DRR401590	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,08	L5	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401591	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,25	L5	13	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2.0	2.0	0	0	0	0	2	2
DRR401592	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,5	L5	12	False	False	False	True	False	False	0.0	0.0	0.0	13.0	0.0	0.0	0	0	0	2	0	0
DRR401593	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	1	L5	9	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2.0	2.0	0	0	0	0	1	1
DRR401594	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	2	L5	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401595	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	3	L5	9	False	False	False	True	False	True	0.0	0.0	0.0	4.0	0.0	4.0	0	0	0	1	0	1
DRR401596	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,08	L5	12	False	False	False	False	True	True	0.0	0.0	0.0	0.0	4.0	4.0	0	0	0	0	1	1
DRR401597	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,25	L5	15	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1336.0	1336.0	0	0	0	0	2	2
DRR401598	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,5	L5	12	False	False	False	True	True	True	0.0	0.0	0.0	2.0	51.0	51.0	0	0	0	2	1	1
DRR401599	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	1	L5	7	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2.0	2.0	0	0	0	0	1	1
DRR401600	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	2	L5	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401601	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	3	L5	8	False	False	False	True	False	True	0.0	0.0	0.0	1.0	0.0	1.0	0	0	0	1	0	1
DRR401602	PRJDB5316	Asia	Japan	0.920	Industrialized	female	infant	0s	0,08	L5	16	False	False	False	True	True	True	0.0	0.0	0.0	85.0	2.0	2.0	0	0	0	1	1	1
DRR401603	PRJDB5316	Asia	Japan	0.920	Industrialized	female	infant	0s	0,25	L5	12	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401604	PRJDB5316	Asia	Japan	0.920	Industrialized	female	infant	0s	0,5	L5	17	False	False	False	True	False	False	0.0	0.0	0.0	315.0	0.0	0.0	0	0	0	2	0	0
DRR401605	PRJDB5316	Asia	Japan	0.920	Industrialized	female	infant	0s	1	L5	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401606	PRJDB5316	Asia	Japan	0.920	Industrialized	female	toddler	0s	2	L5	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401607	PRJDB5316	Asia	Japan	0.920	Industrialized	female	toddler	0s	3	L5	11	False	False	False	True	True	True	0.0	0.0	0.0	1.0	5.0	6.0	0	0	0	1	1	2
DRR401608	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,08	L5	14	False	False	False	False	True	True	0.0	0.0	0.0	0.0	110.0	110.0	0	0	0	0	1	1
DRR401609	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,25	L5	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401610	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,5	L5	13	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401611	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	1	L5	12	False	False	False	False	True	True	0.0	0.0	0.0	0.0	410.0	410.0	0	0	0	0	3	3
DRR401612	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	2	L5	11	False	False	False	True	False	True	0.0	0.0	0.0	3.0	0.0	3.0	0	0	0	1	0	1
DRR401613	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	3	L5	6	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	1	0	0
DRR401614	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,08	L5	15	False	False	False	True	True	True	0.0	0.0	0.0	1.0	45.0	45.0	0	0	0	1	2	2
DRR401615	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,25	L5	15	False	False	False	False	True	True	0.0	0.0	0.0	0.0	4.0	4.0	0	0	0	0	1	1
DRR401616	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,5	L5	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401617	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	1	L5	11	False	False	False	False	True	True	0.0	0.0	0.0	0.0	840.0	840.0	0	0	0	0	2	2
DRR401618	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	2	L5	12	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
DRR401619	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	3	L5	6	False	False	False	True	False	True	0.0	0.0	0.0	5.0	0.0	5.0	0	0	0	1	0	1
DRR401620	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,08	L5	16	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0	0	1	1
DRR401621	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,25	L5	16	False	False	False	True	True	True	0.0	0.0	0.0	3.0	4.0	4.0	0	0	0	1	1	1
DRR401622	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,5	L5	11	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	1	0	0
DRR401623	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	1	L5	13	False	False	False	False	True	True	0.0	0.0	0.0	0.0	4.0	4.0	0	0	0	0	2	2
DRR401624	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	2	L5	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401625	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	3	L5	13	False	False	False	True	False	True	0.0	0.0	0.0	2606.0	0.0	2606.0	0	0	0	1	0	1
DRR401626	PRJDB5316	Asia	Japan	0.920	Industrialized	female	infant	0s	0,08	L5	13	False	False	False	False	True	True	0.0	0.0	0.0	0.0	3.0	3.0	0	0	0	0	1	1
DRR401627	PRJDB5316	Asia	Japan	0.920	Industrialized	female	infant	0s	0,25	L5	15	False	False	False	True	True	True	0.0	0.0	0.0	788.0	1.0	1.0	0	0	0	1	1	1
DRR401628	PRJDB5316	Asia	Japan	0.920	Industrialized	female	infant	0s	0,5	L5	9	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1376.0	1376.0	0	0	0	0	1	1
DRR401629	PRJDB5316	Asia	Japan	0.920	Industrialized	female	infant	0s	1	L5	11	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0	0	1	1
DRR401630	PRJDB5316	Asia	Japan	0.920	Industrialized	female	toddler	0s	2	L5	12	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401631	PRJDB5316	Asia	Japan	0.920	Industrialized	female	toddler	0s	3	L5	9	False	False	False	True	False	False	0.0	0.0	0.0	3.0	0.0	0.0	0	0	0	1	0	0
DRR401632	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,08	L5	16	False	False	False	False	True	True	0.0	0.0	0.0	0.0	94.0	94.0	0	0	0	0	2	2
DRR401633	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,25	L5	18	False	False	False	True	True	True	0.0	0.0	0.0	2.0	416.0	416.0	0	0	0	2	1	1
DRR401634	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,5	L5	16	False	False	False	False	True	True	0.0	0.0	0.0	0.0	3.0	3.0	0	0	0	0	2	2
DRR401635	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	1	L5	10	False	False	False	False	True	True	0.0	0.0	0.0	0.0	1.0	1.0	0	0	0	0	1	1
DRR401636	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	2	L5	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401637	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	3	L5	11	False	False	False	True	False	True	0.0	0.0	0.0	1.0	0.0	1.0	0	0	0	1	0	1
DRR401638	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,08	L5	15	False	False	False	False	True	True	0.0	0.0	0.0	0.0	24.0	24.0	0	0	0	0	2	2
DRR401639	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,25	L5	14	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
DRR401640	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,5	L5	10	False	False	False	True	True	True	0.0	0.0	0.0	2.0	2.0	2.0	0	0	0	1	1	1
DRR401641	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	1	L5	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401642	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	2	L5	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401643	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	3	L5	13	False	False	False	True	False	True	0.0	0.0	0.0	2.0	0.0	2.0	0	0	0	1	0	1
DRR401644	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,08	L5	13	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401645	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,25	L5	14	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401646	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	0,5	L5	8	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2.0	2.0	0	0	0	0	1	1
DRR401647	PRJDB5316	Asia	Japan	0.920	Industrialized	male	infant	0s	1	L5	9	False	False	False	True	False	True	0.0	0.0	0.0	48.0	0.0	48.0	0	0	0	1	0	1
DRR401648	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	2	L5	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
DRR401649	PRJDB5316	Asia	Japan	0.920	Industrialized	male	toddler	0s	3	L5	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836291	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836293	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836294	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836296	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836297	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	True	True	0.0	0.0	0.0	0.0	14.0	14.0	0	0	0	0	1	1
ERR2836298	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	1	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836299	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836300	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836301	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836302	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836303	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	2	False	False	False	True	False	False	0.0	0.0	0.0	4.0	0.0	0.0	0	0	0	1	0	0
ERR2836304	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	13	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836305	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836307	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836308	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836309	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836310	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR2836312	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	True	False	False	0.0	0.0	0.0	6.0	0.0	0.0	0	0	0	1	0	0
ERR2836313	PRJEB29083	Europe	United Kingdom	0.940	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3461555	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	50s	53	L5	17	False	False	False	True	True	True	0.0	0.0	0.0	4.0	41.0	41.0	0	0	0	2	1	1
ERR3461556	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	50s	53	L5	9	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
ERR3461557	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	adult	40s	41	L5	14	False	False	False	False	True	True	0.0	0.0	0.0	0.0	28.0	28.0	0	0	0	0	1	1
ERR3461558	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	adult	50s	53	L5	11	False	False	False	True	True	True	0.0	0.0	0.0	1.0	325.0	325.0	0	0	0	1	2	2
ERR3461559	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	50s	51	L5	13	False	False	False	True	True	True	0.0	0.0	0.0	3.0	250.0	250.0	0	0	0	1	1	1
ERR3461560	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	adult	60s	64	L5	17	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	2	0	0
ERR3461561	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	adult	50s	55	L5	18	False	False	False	True	True	True	0.0	0.0	0.0	7.0	1.0	1.0	0	0	0	1	1	1
ERR3461562	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	elderly	60s	65	L5	9	False	False	False	True	False	False	0.0	0.0	0.0	25.0	0.0	0.0	0	0	0	1	0	0
ERR3461563	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	adult	30s	35	L5	12	False	False	False	True	False	False	0.0	0.0	0.0	14.0	0.0	0.0	0	0	0	2	0	0
ERR3461570	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	60s	64	L5	17	False	False	False	True	False	False	0.0	0.0	0.0	7.0	0.0	0.0	0	0	0	2	0	0
ERR3461571	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	60s	60	L5	17	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
ERR3461572	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	adult	50s	51	L5	10	False	False	False	True	False	False	0.0	0.0	0.0	23.0	0.0	0.0	0	0	0	1	0	0
ERR3461573	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	adult	60s	63	L5	15	False	False	False	True	True	True	0.0	0.0	0.0	3.0	2.0	2.0	0	0	0	1	1	1
ERR3461575	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	40s	42	L5	23	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3461576	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	40s	42	L5	14	False	False	False	True	False	False	0.0	0.0	0.0	39.0	0.0	0.0	0	0	0	3	0	0
ERR3461577	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	adult	50s	54	L5	14	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3461578	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	50s	54	L5	19	False	False	False	True	False	False	0.0	0.0	0.0	7.0	0.0	0.0	0	0	0	2	0	0
ERR3461579	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	elderly	60s	67	L5	11	False	False	False	False	True	True	0.0	0.0	0.0	0.0	3.0	3.0	0	0	0	0	1	1
ERR3461580	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	50s	55	L5	12	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
ERR3461581	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	50s	53	L5	16	False	False	False	True	True	True	0.0	0.0	0.0	20.0	1.0	1.0	0	0	0	2	1	1
ERR3461582	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	elderly	60s	65	L5	18	False	False	False	True	True	True	0.0	0.0	0.0	1.0	2.0	2.0	0	0	0	1	1	1
ERR3461583	PRJEB33756	Americas	United States of America	0.927	Industrialized	male	adult	50s	51	L5	22	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	1	0	0
ERR3461584	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	elderly	60s	68	L5	18	False	False	False	True	False	False	0.0	0.0	0.0	13.0	0.0	0.0	0	0	0	3	0	0
ERR3461585	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	60s	61	L5	18	False	False	False	False	True	True	0.0	0.0	0.0	0.0	2.0	2.0	0	0	0	0	1	1
ERR3461586	PRJEB33756	Americas	United States of America	0.927	Industrialized	female	adult	50s	59	L5	7	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
ERR3711753	PRJEB35665	Europe	Italy	0.906	Industrialized	male	adult	20s	26	L5	8	False	False	False	True	True	True	0.0	0.0	0.0	2.0	20.0	20.0	0	0	0	1	1	1
ERR3711754	PRJEB35665	Europe	Italy	0.906	Industrialized	male	elderly	70s	77	L5	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711755	PRJEB35665	Europe	Italy	0.906	Industrialized	female	elderly	70s	72	L5	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711756	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	30s	31	L5	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711757	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	30s	38	L5	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711758	PRJEB35665	Europe	Italy	0.906	Industrialized	male	adult	30s	34	L5	6	False	False	False	True	False	False	0.0	0.0	0.0	57.0	0.0	0.0	0	0	0	1	0	0
ERR3711759	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	50s	51	L5	8	False	False	False	True	True	True	0.0	0.0	0.0	241.0	198.0	198.0	0	0	0	1	1	1
ERR3711760	PRJEB35665	Europe	Italy	0.906	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	True	False	False	0.0	0.0	0.0	90.0	0.0	0.0	0	0	0	4	0	0
ERR3711761	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	30s	31	L5	1	False	False	False	False	True	True	0.0	0.0	0.0	0.0	3000.0	3000.0	0	0	0	0	1	1
ERR3711762	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	30s	37	L5	10	False	False	False	True	False	False	0.0	0.0	0.0	53.0	0.0	0.0	0	0	0	1	0	0
ERR3711763	PRJEB35665	Europe	Italy	0.906	Industrialized	male	adult	30s	33	L5	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711764	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	40s	41	L5	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711765	PRJEB35665	Europe	Italy	0.906	Industrialized	male	elderly	70s	70	L5	6	False	False	False	True	True	True	0.0	0.0	0.0	384.0	905.0	905.0	0	0	0	1	1	1
ERR3711766	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	20s	21	L5	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711767	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	30s	32	L5	4	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
ERR3711768	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	20s	21	L5	4	False	False	False	True	False	False	0.0	0.0	0.0	2428.0	0.0	0.0	0	0	0	3	0	0
ERR3711769	PRJEB35665	Europe	Italy	0.906	Industrialized	male	adult	30s	38	L5	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711770	PRJEB35665	Europe	Italy	0.906	Industrialized	male	elderly	60s	68	L5	27	False	False	False	True	True	True	0.0	0.0	0.0	91.0	45.0	45.0	0	0	0	2	1	1
ERR3711771	PRJEB35665	Europe	Italy	0.906	Industrialized	male	elderly	60s	67	L5	7	False	True	False	True	True	True	0.0	661.0	0.0	293.0	661.0	661.0	0	1	0	1	1	1
ERR3711772	PRJEB35665	Europe	Italy	0.906	Industrialized	female	elderly	70s	70	L5	4	False	False	False	False	True	True	0.0	0.0	0.0	0.0	71.0	71.0	0	0	0	0	1	1
ERR3711774	PRJEB35665	Europe	Italy	0.906	Industrialized	male	elderly	80s	80	L5	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711775	PRJEB35665	Europe	Italy	0.906	Industrialized	male	elderly	80s	83	L5	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711776	PRJEB35665	Europe	Italy	0.906	Industrialized	male	adult	50s	58	L5	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711777	PRJEB35665	Europe	Italy	0.906	Industrialized	male	adult	40s	49	L5	3	False	False	False	False	True	True	0.0	0.0	0.0	0.0	84.0	84.0	0	0	0	0	1	1
ERR3711778	PRJEB35665	Europe	Italy	0.906	Industrialized	female	adult	50s	52	L5	4	False	False	False	False	True	True	0.0	0.0	0.0	0.0	103.0	103.0	0	0	0	0	1	1
ERR3711779	PRJEB35665	Europe	Italy	0.906	Industrialized	female	elderly	60s	67	L5	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711780	PRJEB35665	Europe	Italy	0.906	Industrialized	female	elderly	60s	67	L5	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711781	PRJEB35665	Europe	Italy	0.906	Industrialized	male	elderly	80s	83	L5	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711782	PRJEB35665	Europe	Italy	0.906	Industrialized	male	adult	40s	48	L5	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ERR3711783	PRJEB35665	Europe	Italy	0.906	Industrialized	male	adult	40s	49	L5	7	False	False	False	True	False	False	0.0	0.0	0.0	1736.0	0.0	0.0	0	0	0	3	0	0
